ANZSCO Code,Occupation,NSW,VIC,QLD,SA,WA,TAS,NT,ACT
249214,Music Teachers (Private Tuition),36.5,24.9,16.3,6.6,10.4,2.0,0.4,2.8
249299,Other Private Tutors and Teachers,37.2,30.1,13.9,4.8,9.4,1.0,0.7,2.9
251111,Dietitians,31.2,25.5,22.7,6.8,8.9,1.9,1.1,1.9
251112,Nutritionists,36.9,21.7,22.6,5.1,9.6,1.3,0.7,2.0
251211,Medical Diagnostic Radiographers,33.0,23.5,20.9,8.2,9.8,2.2,0.9,1.5
251212,Medical Radiation Therapists,31.2,25.7,22.8,6.2,8.3,3.2,0.5,1.9
251213,Nuclear Medicine Technologists,34.3,29.9,18.1,5.8,7.3,1.6,0.0,1.9
251214,Sonographers,32.6,21.3,23.6,8.0,10.1,1.8,0.8,1.8
251311,Environmental Health Officers,25.9,25.5,22.6,8.7,10.8,2.9,1.2,2.3
251312,Occupational Health and Safety Advisers,25.0,22.8,22.8,6.9,17.6,1.9,1.1,1.9
251411,Optometrists,32.4,26.3,21.5,6.8,8.4,2.0,0.7,1.8
251412,Orthoptists,48.1,38.2,7.0,2.1,2.7,1.0,0.0,1.4
251511,Hospital Pharmacists,23.3,28.6,24.1,6.9,10.8,3.3,1.0,1.9
251512,Industrial Pharmacists,22.1,50.3,15.8,4.2,4.7,0.6,0.0,2.3
251513,Retail Pharmacists,29.7,26.3,20.3,7.3,11.5,2.4,0.7,1.9
251911,Health Promotion Officers,29.2,32.8,14.9,6.2,10.9,2.0,2.1,1.9
251912,Orthotists and Prosthetists,25.4,36.8,16.1,7.6,8.2,3.4,0.5,1.8
251999,Genetic Counsellors (and Other Health Professionals not covered elsewhere),31.4,45.9,6.3,6.2,6.5,1.3,0.4,2.1
252111,Chiropractors,33.2,26.3,16.7,7.1,13.8,1.2,0.4,1.2
252112,Osteopaths,20.0,62.7,9.7,1.7,2.5,2.0,0.3,1.6
252211,Acupuncturists,33.2,21.2,30.0,6.0,7.0,1.4,0.2,1.5
252212,Homoeopaths,29.2,24.2,27.5,7.5,13.3,0.0,0.0,2.5
252213,Naturopaths,28.9,25.1,24.3,6.3,11.0,2.5,0.5,1.1
252214,Chinese Medicine Practitioners,37.8,40.3,10.7,2.8,5.8,0.6,0.3,2.1
252299,"Music, Dance, Drama, Play, Hypnotic, and Related Therapists",30.0,29.6,21.3,7.8,7.8,1.4,1.0,0.9
252311,Dental Specialists (including Orthodontists),30.9,25.8,20.3,8.8,10.9,1.4,0.2,2.0
252312,Dentists,31.4,25.4,21.5,6.9,10.8,1.6,0.6,1.8
252711,Audiologists,27.3,29.0,20.8,7.1,10.7,2.2,1.1,1.8
252712,Speech Pathologists,30.5,26.3,20.5,8.4,10.8,1.6,0.7,1.2
253111,General Practitioners,30.8,25.2,21.5,7.3,10.0,2.2,1.0,2.0
253112,Resident Medical Officers,29.4,25.6,20.3,6.5,12.2,2.3,1.8,1.8
253311,Specialist Physicians (General Medicine),27.5,25.6,22.2,9.8,8.2,3.0,2.4,2.1
253312,Cardiologists,35.5,25.5,19.8,7.5,8.5,1.7,0.9,1.6
253313,Clinical Haematologists,24.5,32.6,20.7,9.8,9.2,0.0,0.0,2.2
253314,Medical Oncologists,31.3,35.2,15.3,6.9,7.2,2.9,0.9,1.2
253315,Endocrinologists,37.6,27.8,18.6,2.9,5.9,2.6,0.0,4.6
253316,Gastroenterologists,30.8,27.1,22.5,7.6,8.4,2.8,0.0,1.9
253317,Intensive Care Specialists,27.0,27.7,21.9,7.8,8.3,2.3,1.2,3.5
253318,Neurologists,34.0,31.0,13.8,8.4,8.5,2.1,0.0,1.2
253321,Paediatricians,30.2,26.4,20.3,6.9,11.1,2.1,1.5,1.5
253322,Renal Medicine Specialists,34.4,31.1,16.4,4.5,6.1,1.6,4.5,1.2
253323,Rheumatologists,31.7,28.9,15.7,9.2,10.8,1.6,0.0,2.4
253324,Thoracic Medicine Specialists,29.4,24.6,21.1,9.1,9.7,1.1,0.9,1.7
253399,Other Specialist Physicians,30.6,29.1,16.7,8.2,8.8,2.5,1.0,2.7
253511,Surgeons (General),30.5,25.9,22.8,6.4,8.0,2.5,1.5,2.2
253512,Cardiothoracic Surgeons,36.8,22.2,19.3,8.8,5.3,1.8,0.0,4.7
253513,Neurosurgeons,33.5,27.5,16.5,6.0,8.8,2.1,1.1,2.1
253514,Orthopaedic Surgeons,31.8,22.1,23.4,8.2,10.9,1.7,0.6,1.8
253515,"Ear, Nose and Throat Specialists",35.9,23.0,20.4,7.3,8.7,3.1,0.0,0.0
253516,Paediatric Surgeons,30.4,26.4,18.4,8.0,10.4,3.2,0.0,0.0
253517,Plastic and Reconstructive Surgeons,27.2,32.3,18.6,9.5,8.9,3.2,0.8,1.3
253518,Urologists,29.8,26.4,22.5,6.8,9.0,1.7,0.0,1.9
253521,Vascular Surgeons,33.3,25.1,23.0,8.2,10.9,2.7,1.6,0.0
253911,Dermatologists,33.3,26.0,20.8,7.7,9.1,0.6,0.6,1.6
253912,Emergency Medicine Specialists,28.4,22.5,24.9,6.3,10.9,2.7,2.2,1.8
253913,Obstetricians and Gynaecologists,29.5,28.2,19.5,6.8,10.2,2.5,1.2,1.8
253914,Eye Specialists,34.2,28.6,18.3,7.6,8.2,2.3,0.3,1.1
253915,Pathologists,39.1,23.7,18.6,5.7,8.2,2.0,0.5,2.2
253917,Diagnostic and Interventional Radiologists,30.2,25.6,20.6,8.1,11.2,1.8,0.2,2.1
253918,Radiation Oncologists,36.3,20.6,26.8,4.3,5.8,1.2,1.5,2.8
253999,Medical Practitioners (not covered elsewhere),32.6,24.0,20.2,5.6,12.1,2.0,0.7,2.3
254211,Nurse Educators,33.4,24.9,20.5,6.0,10.0,2.7,1.2,1.3
254212,Nurse Researchers,22.1,35.3,19.9,8.2,9.9,1.7,1.7,1.0
254411,Nurse Practitioners,28.3,26.3,22.8,7.8,9.6,2.1,0.6,2.1
254412,Registered Nurses (Aged Care),41.3,23.1,19.3,7.0,6.3,1.7,0.2,1.1
254413,Registered Nurses (Child and Family Health),26.5,32.0,16.6,6.0,12.1,2.6,2.1,2.1
254414,Registered Nurses (Community Health),28.8,27.2,19.9,7.5,10.7,2.7,1.6,1.6
254415,Registered Nurses (Critical Care and Emergency),28.4,25.4,22.4,8.3,9.9,2.6,1.3,1.7
254416,Registered Nurses (Developmental Disability),,,,,,,,
254417,Registered Nurses (Disability and Rehabilitation),34.9,26.7,15.8,8.5,9.9,1.9,0.9,1.3
254418,Registered Nurses (Medical),26.6,24.9,24.4,7.3,10.2,2.8,1.7,2.1
254421,Registered Nurses (Medical Practice),28.7,24.5,23.0,8.2,10.6,2.4,0.7,1.8
254422,Registered Nurses (Mental Health),29.3,27.3,19.5,6.9,12.4,2.2,0.8,1.6
254423,Registered Nurses (Perioperative),29.2,24.7,23.0,8.4,9.6,2.5,0.8,1.8
254424,Registered Nurses (Surgical),27.0,24.9,22.9,7.5,12.2,2.8,0.9,1.8
254425,Registered Nurses (Paediatrics),27.9,24.8,22.3,6.7,12.8,2.5,1.4,1.3
254499,Registered Nurses (not covered elsewhere),25.9,28.8,21.2,8.3,10.2,2.3,1.7,1.7
261111,ICT Business Analysts,40.7,31.4,11.7,4.1,6.2,0.7,0.3,4.9
261112,Systems Analysts,36.0,32.1,13.5,5.1,6.4,0.6,0.5,5.8
261211,Game and Multimedia Developers,26.1,38.0,19.5,6.8,5.7,1.3,0.7,3.3
261212,Web Developers,32.1,31.8,18.9,5.4,6.6,1.8,0.4,3.0
261311,Analyst Programmers,35.0,35.5,10.9,6.6,5.8,0.9,0.4,4.8
261312,Developer Programmers,34.2,31.1,15.6,4.9,7.2,1.1,0.3,5.5
261313,Software Engineers,42.2,31.7,12.2,4.6,5.4,0.6,0.1,3.2
261314,Software Testers,35.1,34.5,13.4,4.4,6.2,0.4,0.2,5.8
261399,Other Software and Applications Programmers,40.9,36.2,11.3,2.9,4.5,1.3,0.2,3.4
262111,Database Administrators,33.9,28.1,15.3,5.6,10.0,1.1,0.6,5.4
262112,ICT Security Specialists,34.7,29.5,11.4,5.2,6.9,0.7,0.3,11.4
262113,Systems Administrators,30.6,26.3,18.0,6.2,8.8,2.0,1.0,7.1
263111,Computer Network and Systems Engineers,36.0,27.8,13.5,6.0,9.1,0.8,0.8,6.0
263112,Network Administrators,32.0,31.0,16.2,7.2,8.1,1.5,0.4,3.7
263113,Network Analysts,40.7,30.9,11.6,4.1,6.3,1.0,0.5,4.8
263211,ICT Quality Assurance Engineers,36.1,36.7,12.6,4.1,4.4,1.0,0.3,4.8
263212,ICT Support Engineers,44.9,29.0,11.5,5.3,5.6,0.7,0.4,2.7
263213,ICT Systems Test Engineers,32.8,31.0,12.7,8.2,4.9,0.4,0.2,9.8
263299,Other ICT Support and Test Engineers,43.4,34.8,10.9,2.7,5.0,0.4,0.0,2.9
263311,Telecommunications Engineers,38.4,27.7,13.5,4.6,10.1,0.8,0.9,4.1
263312,Telecommunications Network Engineers,37.4,35.8,12.4,3.4,6.3,1.3,0.3,3.2
271211,Judges,31.3,27.5,16.6,8.0,10.1,1.8,3.2,0.9
271212,Magistrates,28.3,27.0,20.2,9.2,12.1,3.1,0.0,1.7
271213,Tribunal Members,30.8,29.4,14.0,8.2,8.5,3.0,0.7,4.4
271214,Intellectual Property Lawyers,35.5,36.4,14.1,5.3,6.7,0.5,0.0,1.6
271299,Judicial and Other Legal Professionals (not covered elsewhere),32.0,29.6,16.7,4.6,8.2,1.7,0.7,6.6
272111,Careers Counsellors,25.6,36.7,18.4,5.8,8.6,1.7,0.8,1.9
272112,Drug and Alcohol Counsellors,22.2,34.1,16.0,5.4,14.1,2.8,3.1,2.4
272113,Family and Marriage Counsellors,30.6,25.5,21.8,6.2,10.7,2.2,0.9,1.9
272114,Rehabilitation Counsellors,42.6,18.7,15.0,8.8,8.3,2.8,1.2,2.8
272115,Student Counsellors,32.0,28.4,17.2,10.2,6.1,2.1,2.0,1.6
272199,Other Counsellors and Life Coaches,27.9,29.6,20.3,6.7,10.3,2.0,0.7,2.5
272311,Clinical Psychologists,32.5,27.6,19.4,5.5,10.3,1.8,0.6,2.3
272312,Educational Psychologists,35.0,17.1,26.0,2.2,14.4,2.5,0.2,2.5
272313,Organisational Psychologists,29.4,26.3,20.8,6.4,11.9,0.7,0.0,4.9
272314,Psychotherapists,35.1,31.5,14.5,6.7,7.8,1.6,0.6,2.2
272399,Other Psychologists,29.4,31.9,18.1,4.2,11.2,1.5,0.2,3.1
272411,Historians,29.7,29.1,10.5,6.3,9.4,3.7,0.6,11.7
272412,Interpreters,29.0,32.1,16.9,8.2,8.9,2.0,1.9,1.1
272413,Translators,31.8,30.3,17.4,6.5,7.5,1.3,2.0,3.4
272414,Archaeologists,34.3,35.1,9.8,3.8,11.0,1.6,0.5,3.8
272499,Other Social Professionals,29.4,27.2,15.3,4.9,13.4,2.3,2.8,4.8
272611,Community Arts Workers,18.9,31.1,14.5,9.2,12.5,4.7,6.9,1.0
272612,Recreation Officers,30.6,24.5,19.4,6.1,11.6,2.0,3.1,2.7
272613,Welfare Workers,30.3,26.7,20.0,7.1,10.1,2.2,1.8,1.9
311211,Anaesthetic Technicians,8.4,7.3,34.0,0.0,50.7,0.0,0.0,0.0
311212,Cardiac Technicians,25.7,32.9,18.2,9.8,10.1,1.6,0.9,0.7
311213,Medical Laboratory Technicians,36.9,19.3,17.1,10.5,12.2,1.6,0.6,1.8
311214,Operating Theatre Technicians,7.3,74.5,8.8,3.7,2.2,2.3,0.9,0.4
311215,Pharmacy Technicians,28.9,31.2,18.8,6.1,9.8,2.5,1.0,1.5
311216,Pathology Collectors,31.2,25.7,21.2,6.7,11.9,1.5,0.5,1.3
311299,Other Medical Technicians,29.4,17.6,24.0,8.8,13.6,3.5,0.8,2.0
311311,Fisheries Officers,19.4,17.2,20.8,9.2,19.9,5.3,3.1,3.9
311312,Meat Inspectors,21.1,31.4,24.5,7.9,11.5,1.4,0.0,0.0
311313,Quarantine Officers,25.2,21.4,19.4,7.9,16.4,6.7,1.7,1.0
311399,Other Primary Products Inspectors,18.7,33.7,17.5,19.4,6.6,1.0,1.0,2.4
311411,Chemistry Technicians,24.5,32.0,18.5,8.9,12.3,2.3,0.3,0.9
311412,Earth Science Technicians,17.8,12.4,19.4,6.4,38.8,1.7,2.3,1.2
311413,Life Science Technicians,25.8,27.0,21.4,6.9,11.9,2.8,1.1,3.0
311414,School Laboratory Technicians,22.6,27.6,21.2,7.6,15.1,3.2,0.9,1.7
311415,Hydrographers,29.5,15.6,27.2,6.9,10.0,3.8,3.1,2.8
311499,Other Science Technicians,25.6,25.2,18.8,7.3,18.2,2.0,1.2,2.3
312111,Architectural Draftspersons,31.6,30.2,18.1,5.1,10.8,2.2,0.5,1.5
312112,Building Associates,30.3,26.2,21.4,6.7,11.5,1.4,0.8,1.7
312113,Building Inspectors,31.8,30.1,19.6,4.7,9.4,1.9,0.9,1.5
312114,Construction Estimators,28.2,28.5,22.7,6.9,11.0,1.4,0.4,1.1
312115,Plumbing Inspectors,16.0,14.6,56.6,2.0,4.0,4.6,0.0,1.1
312116,Surveying and Spatial Science Technicians,35.1,19.5,21.0,7.0,11.0,2.3,1.2,3.8
312199,"Other Architectural, Building and Surveying Technicians",30.4,37.9,16.7,6.7,5.2,1.8,0.0,1.2
312211,Civil Engineering Draftspersons,25.2,19.6,31.4,6.4,13.8,2.0,0.4,1.4
312212,Civil Engineering Technicians,23.4,19.1,31.6,7.0,14.4,2.2,1.4,1.1
312311,Electrical Engineering Draftspersons,20.9,20.1,28.1,7.3,20.3,2.3,0.7,0.9
312312,Electrical Engineering Technicians,24.9,21.0,22.3,7.5,19.2,3.1,1.2,1.0
312411,Electronic Engineering Draftspersons,27.9,25.0,25.7,10.7,8.6,0.0,0.0,2.1
312412,Electronic Engineering Technicians,30.5,19.8,19.8,9.6,12.6,1.8,2.3,3.4
312511,Mechanical Engineering Draftspersons,20.8,24.7,23.4,6.2,21.9,1.8,0.5,1.0
312512,Mechanical Engineering Technicians,22.9,21.7,20.2,8.1,22.6,2.5,1.1,0.9
312911,Maintenance Planners,17.7,11.0,25.2,5.6,37.0,1.6,1.5,0.4
312912,Metallurgical and Materials Technicians,12.3,8.3,20.0,6.6,49.9,1.6,1.2,0.1
312913,Mine Deputies,19.7,3.5,28.5,5.7,40.0,1.4,1.2,0.1
312999,Building and Engineering Technicians (not covered elsewhere),26.0,19.5,22.7,7.4,20.8,1.8,1.1,0.5
313111,Hardware Technicians,29.4,26.4,20.6,8.1,8.5,2.2,1.1,4.2
313112,ICT Customer Support Officers,33.3,27.5,17.3,6.5,8.8,1.9,0.8,3.9
313113,Web Administrators,37.3,30.5,15.7,4.4,5.5,1.7,0.5,4.8
313199,Other ICT Support Technicians,35.0,26.7,16.8,5.6,5.7,2.3,1.7,6.1
313211,Radiocommunications Technicians,26.2,18.6,24.1,7.0,17.1,1.0,1.5,3.9
313212,Telecommunications Field Engineers,34.6,27.7,17.3,6.8,8.1,1.2,0.5,2.5
313213,Telecommunications Network Planners,40.9,29.8,15.2,6.1,5.6,0.4,0.6,1.5
313214,Telecommunications Technical Officers and Technologists,26.7,31.1,19.5,6.0,9.0,3.6,0.4,2.6
321211,Motor Mechanics (General),29.4,25.2,21.5,7.2,12.2,2.1,1.2,1.2
321212,Diesel Motor Mechanics,25.4,29.0,20.5,11.0,9.2,2.9,1.2,0.6
321213,Motorcycle Mechanics,31.6,22.4,25.8,7.1,8.4,2.1,1.5,0.8
321214,Small Engine Mechanics,25.9,24.5,28.2,5.6,9.0,4.4,1.6,0.9
322111,Blacksmiths,29.6,24.7,23.5,11.1,9.5,1.6,0.0,0.0
322112,Electroplaters,27.4,24.6,19.4,9.6,17.7,0.6,0.9,0.0
322113,Farriers,35.2,26.1,19.4,6.0,9.8,2.1,0.0,0.6
322114,Metal Casting Trades Workers,25.4,31.4,18.9,10.1,13.0,3.6,0.0,0.0
322115,Metal Polishers,17.4,42.3,22.3,5.2,7.5,0.0,0.0,1.4
322311,Metal Fabricators,23.3,18.0,27.2,7.6,19.9,2.5,1.0,0.4
322312,Pressure Welders,38.7,26.9,17.6,6.7,10.9,0.0,0.0,0.0
322313,Welders (First Class),24.3,30.4,16.9,7.5,16.5,3.2,0.7,0.5
323111,Aircraft Maintenance Engineers (Avionics),38.9,7.2,33.6,8.5,4.4,0.1,5.8,1.6
323112,Aircraft Maintenance Engineers (Mechanical),40.1,5.9,37.9,6.9,2.4,0.2,5.4,0.8
323113,Aircraft Maintenance Engineers (Structures),30.7,20.9,33.1,5.9,4.3,0.0,4.3,0.0
323211,Fitters (General),25.7,12.1,26.2,5.6,27.1,2.0,1.1,0.2
323212,Fitter and Turners,12.6,32.2,38.4,9.6,3.5,2.5,0.9,0.2
323213,Fitter-Welders,38.6,22.4,20.7,5.2,7.9,4.5,0.4,0.5
323214,Metal Machinists (First Class),20.6,25.4,19.6,8.9,23.0,1.7,0.2,0.4
323215,"Textile, Clothing and Footwear Mechanics",19.1,39.8,26.3,5.6,6.0,1.6,0.0,1.2
323299,Other Metal Fitters and Machinists,23.7,25.3,15.4,13.6,17.2,3.6,0.7,0.5
323311,Engravers,36.8,19.5,19.0,8.8,12.9,1.8,0.9,0.0
323312,Gunsmiths,25.4,19.7,29.5,6.4,6.9,2.3,5.2,1.7
323313,Locksmiths,31.0,25.6,20.1,7.4,10.2,2.2,1.2,2.0
323314,Precision Instrument Makers and Repairers,33.7,28.2,18.6,5.9,10.6,2.4,0.4,0.6
323315,Saw Doctors,25.5,25.5,18.6,11.4,11.0,8.3,0.0,0.0
323316,Watch and Clock Makers and Repairers,33.4,29.0,18.4,6.5,10.7,1.5,0.0,1.9
323411,Engineering Patternmakers,27.6,33.3,20.7,9.8,9.2,4.6,0.0,0.0
323412,Toolmakers,27.6,38.4,14.2,12.4,6.3,0.7,0.0,0.1
324211,Vehicle Body Builders,22.3,33.8,26.2,4.4,12.2,0.9,0.1,0.2
324212,Vehicle Trimmers,25.8,23.4,27.4,6.9,14.3,0.7,1.3,0.2
331111,Bricklayers,26.4,30.4,13.2,6.7,19.3,2.2,0.5,1.4
331112,Stonemasons,30.1,28.4,17.3,6.9,12.8,1.7,0.4,2.3
331212,Carpenters,30.8,30.9,20.6,5.4,7.6,2.3,0.7,1.7
331213,Joiners,45.0,27.6,10.8,3.9,1.8,7.8,0.2,2.6
333211,Fibrous Plasterers,22.4,28.3,23.1,8.3,12.7,3.2,0.5,1.4
333212,Solid Plasterers,21.7,38.3,20.8,8.3,7.9,1.1,0.5,1.4
334111,Plumbers (General),31.6,32.0,17.6,6.3,8.2,1.9,0.9,1.6
334112,Airconditioning and Mechanical Services Plumbers,10.1,77.5,5.8,1.9,1.8,1.4,0.1,1.2
334113,Drainers,24.5,33.7,24.7,3.6,10.1,0.9,0.7,1.9
334114,Gasfitters,18.7,31.4,17.2,10.4,18.1,1.6,0.8,1.5
334115,Roof Plumbers,26.7,33.0,16.7,8.3,11.1,2.4,0.3,1.3
341111,Electricians (General),28.7,23.6,22.9,6.8,13.4,2.1,1.1,1.5
341112,Electricians (Special Class),14.0,43.9,33.3,14.0,5.3,0.0,7.0,0.0
341113,Lift Mechanics,41.3,26.4,17.7,3.7,7.8,1.0,0.3,1.5
342211,Electrical Linesworkers,25.4,24.5,24.0,9.4,11.8,2.9,0.8,0.8
342212,Technical Cable Jointers,32.2,31.3,18.5,1.4,14.4,0.9,0.7,0.7
342311,Business Machine Mechanics,34.0,25.2,20.9,6.3,9.0,2.2,1.0,1.4
342312,Communications Operators,26.4,14.9,25.3,2.4,15.1,0.9,6.9,7.4
342313,Electronic Equipment Trades Workers,31.3,25.6,22.2,6.2,10.1,1.6,0.9,1.9
342314,Electronic Instrument Trades Workers (General),31.7,20.5,13.9,4.9,22.8,0.8,2.9,2.0
342315,Electronic Instrument Trades Workers (Special Class),24.3,32.8,19.8,4.5,11.3,2.8,2.3,0.0
342411,Cablers (Data and Telecommunications),31.8,24.2,20.2,9.8,8.0,1.5,0.6,3.6
342412,Telecommunications Cable Jointers,33.4,25.4,20.5,7.2,10.8,1.6,0.0,1.3
342413,Telecommunications Linesworkers,31.8,25.1,22.6,6.9,10.0,1.5,1.2,1.2
342414,Telecommunications Technicians,29.0,23.7,22.1,7.3,13.1,1.8,1.3,1.8
351111,Bakers,29.2,27.4,18.8,9.1,10.2,3.2,0.6,1.4
351112,Pastrycooks,32.3,32.0,15.6,5.5,10.8,1.6,0.5,1.5
361111,Dog Handlers and Trainers,26.7,26.0,23.4,7.6,10.9,2.4,0.4,1.9
361112,Horse Trainers,32.5,29.7,19.8,5.4,9.1,2.1,0.4,1.1
361113,Pet Groomers,26.5,25.8,23.4,7.8,12.3,2.2,0.4,1.9
361114,Zookeepers,30.6,21.0,25.8,8.3,5.1,3.5,2.6,2.3
361115,Kennel Hands,29.5,23.4,21.3,6.9,13.5,2.8,0.8,2.1
361199,Other Animal Attendants and Trainers,28.9,26.8,21.0,7.4,9.5,2.8,1.1,2.3
362211,Gardeners (General),24.2,28.8,17.0,9.7,14.1,3.2,1.0,2.0
362212,Arborists,29.4,31.9,18.4,8.8,6.8,2.7,0.6,1.5
362213,Landscape Gardeners,31.3,28.6,19.9,7.1,8.6,1.6,0.7,2.2
392111,Print Finishers,27.9,30.9,17.6,10.0,10.3,1.6,0.3,1.3
392112,Screen Printers,28.1,30.1,23.9,6.9,8.6,1.0,1.1,0.5
392311,Printing Machinists,27.5,37.8,15.1,10.5,7.0,1.5,0.3,0.4
392312,Small Offset Printers,27.1,36.4,17.8,7.1,5.6,3.3,0.0,1.1
393111,Canvas Goods Fabricators,20.0,14.9,27.8,10.8,21.6,3.5,0.0,0.0
393112,Leather Goods Makers,33.1,20.7,31.6,6.7,5.6,1.0,0.0,0.0
393113,Sail Makers,31.8,11.9,26.4,5.5,14.9,3.0,1.5,0.0
393114,Shoemakers,23.3,25.0,13.6,21.3,12.5,1.9,0.0,1.7
393211,Apparel Cutters,36.1,31.0,16.3,6.5,8.7,2.0,0.0,0.0
393212,Clothing Patternmakers,41.9,37.2,10.9,3.5,6.5,0.9,0.0,0.0
393213,Dressmakers and Tailors,29.6,29.1,18.2,7.3,11.5,2.1,0.8,1.4
393299,Other Clothing Trades Workers,47.9,26.1,10.3,1.8,4.8,2.4,0.0,3.0
394211,Furniture Finishers,33.2,25.3,16.7,11.9,11.2,0.9,0.0,0.5
394212,Picture Framers,29.2,32.1,18.0,5.4,10.0,2.7,0.9,2.0
394213,Wood Machinists,28.6,23.8,25.2,10.8,6.5,4.8,0.0,0.0
394214,Wood Turners,20.5,31.3,12.0,7.2,4.8,9.6,0.0,0.0
394299,Other Wood Machinists and Wood Trades Workers,12.6,18.5,20.5,28.5,4.0,17.9,2.6,0.0
399111,Boat Builders and Repairers,16.7,14.9,45.4,3.9,14.5,3.6,1.0,0.2
399112,Shipwrights,38.9,7.7,16.1,9.8,20.0,6.8,0.6,0.0
399211,Chemical Plant Operators,24.0,27.9,20.0,3.0,23.5,1.0,0.5,0.2
399212,Gas and Petroleum Operators,9.9,20.9,29.9,7.2,27.3,0.7,3.8,0.1
399213,Power Generation Plant Operators,27.0,18.7,18.8,6.2,20.8,3.5,5.1,0.3
399311,Gallery and Museum Technicians,24.5,32.2,13.6,4.4,4.4,8.1,1.1,11.4
399312,Library Technicians,19.5,30.3,11.2,7.9,22.9,5.1,1.0,2.2
399511,Broadcast Transmitter Operators,65.7,15.3,8.1,1.9,5.8,0.7,0.0,2.1
399512,"Camera Operators (Film, Television or Video)",31.6,24.0,22.9,7.0,9.5,2.0,0.6,2.1
399513,Light Technicians,32.5,29.2,20.0,5.4,8.9,1.6,0.3,0.5
399514,Make Up Artists,29.8,24.5,23.3,7.5,11.8,0.8,0.6,1.3
399515,Musical Instrument Makers and Repairers,30.2,32.3,18.1,7.2,7.9,2.5,0.0,2.0
399516,Sound Technicians,35.7,29.1,15.4,6.3,9.3,1.3,0.5,2.3
399517,Television Equipment Operators,58.1,19.4,10.8,3.2,4.3,0.0,0.0,0.0
399599,Other Performing Arts Technicians,35.5,28.7,21.3,4.6,6.7,1.1,0.8,1.5
399911,Divers,26.2,11.7,19.4,9.2,16.2,15.0,1.9,0.0
399912,Interior Decorators,34.0,34.1,16.8,6.1,6.0,1.0,0.2,2.2
399913,Optical Dispensers,29.0,25.0,21.0,8.5,11.9,2.3,0.5,1.9
399914,Optical Mechanics,25.2,33.2,24.4,10.2,5.2,1.7,0.0,1.2
399915,Photographer's Assistants,40.0,34.0,12.7,4.9,6.5,0.0,0.0,1.2
399916,Plastics Technicians,28.7,27.8,25.8,7.7,11.5,0.0,0.0,0.0
399917,Wool Classers,35.3,25.2,2.8,12.1,17.2,7.1,0.0,0.0
399918,Fire Protection Equipment Technicians,37.2,19.7,20.4,6.3,12.2,0.9,1.3,1.8
399999,Technicians and Trades Workers (not covered elsewhere),29.4,24.1,21.3,9.9,10.5,2.4,0.9,1.5
411111,Ambulance Officers,27.8,29.6,22.9,7.2,7.9,2.6,1.1,1.0
411112,Intensive Care Ambulance Paramedics,24.3,44.2,12.5,6.6,2.9,5.5,1.0,2.9
411211,Dental Hygienists,23.4,16.9,14.3,21.7,18.8,1.4,1.0,2.5
411212,Dental Prosthetists,30.4,27.9,23.2,6.0,7.7,3.9,0.0,0.5
411213,Dental Technicians,26.4,27.2,21.8,6.9,14.2,2.1,0.3,1.2
411214,Dental Therapists,23.1,21.7,21.8,11.7,16.8,2.3,1.1,1.3
411411,Enrolled Nurses,22.8,28.9,21.7,13.2,8.8,2.8,0.6,1.2
411412,Mothercraft Nurses,30.7,45.7,5.5,3.9,8.7,5.5,0.0,0.0
411711,Community Workers,28.2,26.1,16.9,9.2,12.3,2.9,2.6,1.7
411712,Disabilities Services Officers,27.6,28.1,18.3,9.8,11.2,2.3,1.1,1.7
411713,Family Support Workers,23.5,28.6,21.3,4.9,11.2,3.1,6.2,1.5
411714,Parole and Probation Officers,45.5,12.3,15.6,5.7,13.2,3.3,3.0,1.3
411715,Residential Care Officers,20.1,25.4,40.7,3.4,6.3,1.4,1.3,1.1
411716,Youth Workers,27.0,20.5,25.8,12.3,7.7,2.1,3.2,1.4
421111,Child Care Workers,31.2,27.4,21.8,6.5,8.1,1.6,1.0,2.4
421112,Family Day Care Workers,32.6,28.8,20.9,3.6,9.5,2.4,0.9,1.4
421113,Nannies,30.3,27.2,20.1,5.9,12.6,1.0,0.6,2.5
421114,Out of School Hours Care Workers,33.6,16.6,24.3,10.1,8.2,1.1,1.0,5.1
422111,Aboriginal and Torres Strait Islander Education Workers,29.1,4.7,17.2,11.8,22.1,1.3,12.9,1.1
422112,Integration Aides,19.2,30.6,15.6,5.9,24.2,1.6,1.4,1.6
422115,Preschool Aides,11.3,42.7,13.1,4.9,21.3,0.6,1.9,4.4
422116,Teachers' Aides,24.9,20.8,27.5,7.8,12.6,3.9,1.0,1.5
423311,Hospital orderlies,28.3,26.1,22.2,8.0,10.2,3.3,0.4,1.5
423312,Nursing Support Workers,49.4,3.8,32.8,1.4,9.5,0.9,0.2,2.0
423313,Personal Care Assistants,19.8,38.9,12.2,10.5,12.8,3.6,1.2,0.9
423314,Therapy Aides,23.6,26.3,19.0,8.1,17.9,2.7,0.8,1.6
423411,Child and Youth Residential Care Assistants,15.3,38.1,21.1,5.0,16.8,1.1,2.4,0.7
423412,Hostel Parents,21.0,11.8,32.7,7.0,20.8,1.0,3.8,1.5
423413,Refuge Workers,14.2,15.9,25.3,4.4,29.1,4.1,8.4,1.0
431111,Bar Attendants,34.5,19.4,21.4,7.2,11.7,2.5,1.1,2.1
431112,Baristas,28.1,24.4,24.5,5.9,12.2,2.1,0.6,2.2
