ANZSCO Code,Occupation,NSW,VIC,QLD,SA,WA,TAS,NT,ACT
7113,Paper and Wood Processing Machine Operators,26.9,22.8,18.4,16.1,9.1,3.5,1.5,1.7
7114,Photographic Developers and Printers,17.9,17.3,22.2,8.6,16.6,5.1,5.1,7.1
7115,Plastics and Rubber Production Machine Operators,33.7,27.8,12.4,7.0,16.0,1.1,1.0,1.0
7116,Sewing Machinists,30.3,22.4,21.2,5.1,15.6,2.1,1.6,1.6
7117,Textile and Footwear Production Machine Operators,11.3,50.6,8.9,6.0,9.8,4.4,4.6,4.4
7119,Other Machine Operators,24.7,30.7,16.1,8.0,14.4,2.4,1.1,2.6
7121,"Crane, Hoist and Lift Operators",24.1,19.7,28.0,5.8,19.5,1.4,0.9,0.6
7122,"Drillers, Miners and Shot Firers",17.9,3.3,25.9,6.8,42.8,2.1,1.1,0.2
7123,Engineering Production Workers,29.9,16.7,20.3,12.3,16.8,2.9,0.5,0.6
7129,Other Stationary Plant Operators,25.1,15.8,26.7,8.0,19.3,3.7,0.8,0.5
7211,"Agricultural, Forestry and Horticultural Plant Operators",27.4,14.5,22.5,10.0,17.1,7.1,0.7,0.7
7212,Earthmoving Plant Operators,26.3,19.3,27.4,7.2,14.5,3.6,1.3,0.5
7213,Forklift Drivers,28.8,32.3,19.5,6.4,11.0,1.5,0.4,0.1
7219,Other Mobile Plant Operators,32.0,15.9,28.5,7.6,11.5,1.3,1.9,1.4
7311,Automobile Drivers,31.6,26.0,25.5,4.9,9.3,1.1,0.7,1.0
7312,Bus and Coach Drivers,30.8,22.7,23.4,6.5,11.3,2.0,1.2,2.1
7313,Train and Tram Drivers,43.6,18.0,25.9,4.6,6.0,0.6,0.7,0.6
7321,Delivery Drivers,27.9,29.7,22.2,5.8,11.1,1.7,0.5,1.2
7331,Truck Drivers,27.4,22.6,22.9,7.2,16.2,2.1,0.9,0.7
7411,Storepersons,31.5,29.2,21.6,4.9,10.4,1.4,0.5,0.5
8111,Car Detailers,25.9,20.5,28.6,8.7,11.8,1.7,1.8,1.0
8112,Commercial Cleaners,28.6,23.0,21.2,8.2,13.1,2.8,1.0,2.0
8113,Domestic Cleaners,26.9,23.2,23.7,11.3,11.0,2.3,0.6,1.0
8114,Housekeepers,37.0,18.1,17.7,8.7,11.2,4.1,1.7,1.5
8115,Laundry Workers,37.5,19.6,21.5,4.3,11.4,2.8,1.3,1.7
8116,Other Cleaners,30.0,23.7,22.7,5.4,14.0,1.8,1.3,1.2
8211,Building and Plumbing Labourers,36.2,24.8,19.4,6.7,9.3,1.2,0.7,1.5
8212,Concreters,28.4,30.6,21.0,6.7,10.2,1.4,0.8,0.9
8213,Fencers,29.7,25.3,19.3,8.5,11.8,3.1,1.3,1.1
8214,Insulation and Home Improvement Installers,29.9,25.4,29.1,5.8,7.7,1.2,0.4,0.7
8215,Paving and Surfacing Labourers,28.3,25.1,23.8,9.0,3.4,7.0,1.8,1.7
8216,Railway Track Workers,34.2,21.0,22.0,2.7,14.3,1.9,2.0,1.9
8217,Structural Steel Construction Workers,21.9,16.7,23.6,5.1,30.4,0.7,0.5,1.2
8219,Other Construction and Mining Labourers,17.3,12.3,19.5,7.7,38.2,1.9,1.8,1.3
8311,Food and Drink Factory Workers,28.9,35.9,18.4,7.3,3.3,5.1,0.5,0.6
8312,"Meat Boners and Slicers, and Slaughterers",4.8,27.9,38.8,8.1,15.2,2.5,1.3,1.3
8313,"Meat, Poultry and Seafood Process Workers",25.0,24.2,25.3,11.8,8.2,4.2,0.7,0.6
8321,Packers,30.8,28.8,19.3,8.8,9.9,1.7,0.3,0.5
8322,Product Assemblers,29.9,35.4,20.8,8.2,3.9,0.6,0.4,0.7
8391,Metal Engineering Process Workers,36.8,23.4,17.9,6.8,10.4,2.0,1.2,1.4
8392,Plastics and Rubber Factory Workers,20.8,41.8,15.7,3.9,7.1,3.6,3.4,3.5
8393,Product Quality Controllers,28.4,30.0,15.2,11.5,11.7,1.5,0.8,0.9
8394,Timber and Wood Process Workers,37.2,22.7,7.9,9.8,10.2,7.1,2.4,2.6
8399,Other Factory Process Workers,24.7,27.9,23.0,9.2,10.8,2.2,1.1,1.1
8411,Aquaculture Workers,8.3,10.7,19.8,7.9,12.0,24.2,8.2,8.8
8412,Crop Farm Workers,11.6,21.0,37.5,12.5,11.3,4.5,1.0,0.5
8413,Forestry and Logging Workers,24.5,12.7,11.1,21.2,6.7,14.6,4.6,4.6
8414,Garden and Nursery Labourers,28.5,20.0,31.9,5.6,10.8,1.6,0.7,0.9
8415,Livestock Farm Workers,23.7,27.8,19.1,10.9,9.6,4.8,3.3,0.8
8416,Mixed Crop and Livestock Farm Workers,14.2,22.6,24.4,20.4,9.0,4.3,2.6,2.5
8419,"Other Farm, Forestry and Garden Workers",24.7,22.6,32.6,6.7,8.3,3.0,1.3,0.7
8511,Fast Food Cooks,29.2,24.2,27.1,7.2,7.8,2.4,0.7,1.4
8512,Food Trades Assistants,24.6,27.7,19.4,11.0,7.8,3.8,2.2,3.6
8513,Kitchenhands,27.4,23.1,22.8,6.7,15.5,2.6,0.8,1.2
8911,Freight and Furniture Handlers,30.1,26.2,24.0,4.5,10.0,2.6,1.1,1.5
8912,Shelf Fillers,26.4,25.1,22.4,8.6,13.7,2.4,0.7,0.8
8991,Caretakers,26.9,19.5,27.7,7.0,11.5,3.0,1.9,2.5
8992,Deck and Fishing Hands,43.8,8.6,14.5,9.2,10.9,9.3,2.2,1.5
8993,Handypersons,36.8,24.7,17.2,6.8,9.3,2.7,1.2,1.3
8994,Motor Vehicle Parts and Accessories Fitters,21.3,22.4,28.4,7.5,16.6,2.0,1.2,0.7
8995,Printing Assistants and Table Workers,17.3,42.5,19.1,5.6,6.3,3.1,3.1,3.2
8996,Recycling and Rubbish Collectors,39.8,17.7,22.6,4.0,6.3,2.8,4.1,2.7
8997,Vending Machine Attendants,45.6,13.3,24.3,5.5,2.5,3.8,2.5,2.5
8999,Other Miscellaneous Labourers,29.2,23.5,26.3,3.2,15.1,1.3,0.8,0.6
111211,Corporate General Managers,32.2,26.8,19.4,6.1,10.4,1.8,1.0,2.3
111212,Defence Force Senior Officers,30.7,8.1,12.2,4.1,3.2,0.5,2.0,39.1
111311,Local Government Legislators,22.1,19.7,31.4,7.5,12.2,4.6,2.3,0.3
111312,Members of Parliament,23.2,22.2,16.3,11.1,13.7,6.3,3.4,4.6
111399,Other Legislators,13.5,17.6,32.4,8.8,2.7,2.7,14.9,6.8
121211,Cotton Growers,45.8,0.0,48.4,0.0,2.6,0.0,0.0,0.0
121212,Flower Growers,28.9,37.3,13.6,7.7,6.5,5.8,0.3,0.0
121213,Fruit and Nut Growers,26.3,19.0,31.5,8.3,9.2,4.1,1.6,0.1
121214,"Grain, Oilseed and Pasture Growers",23.7,23.1,13.6,17.1,21.9,0.4,0.1,0.1
121215,Grape Growers,14.5,29.6,1.8,40.0,9.2,4.7,0.0,0.3
121216,Mixed Crop Farmers,28.3,15.4,30.8,12.5,9.6,2.3,1.3,0.0
121217,Sugar Cane Growers,7.0,0.2,92.5,0.0,0.1,0.0,0.0,0.0
121218,Turf Growers,45.9,8.9,31.7,4.3,7.6,0.0,1.0,1.0
121221,Vegetable Growers,23.7,22.9,21.3,17.6,9.2,4.2,0.9,0.1
121299,Other Crop Farmers,26.5,25.9,24.8,8.4,10.3,3.4,0.7,0.1
121311,Beekeepers,35.2,17.5,19.9,11.1,9.9,5.2,0.3,0.4
121312,Beef Cattle Farmers,29.2,21.5,35.1,3.5,6.3,3.3,1.1,0.1
121313,Dairy Cattle Farmers,14.0,63.1,7.1,5.0,2.8,7.9,0.0,0.0
121314,Deer Farmers,,,,,,,,
121315,Goat Farmers,43.1,20.8,22.7,4.2,4.2,3.7,0.0,0.0
121316,Horse Breeders,40.5,28.6,15.9,4.9,8.7,0.8,0.0,0.3
121317,Mixed Livestock Farmers,43.3,25.4,9.4,11.1,6.0,4.9,0.0,0.2
121318,Pig Farmers,17.3,27.6,23.3,18.3,12.3,2.5,0.0,0.0
121321,Poultry Farmers,32.4,30.4,15.6,11.3,7.7,2.1,0.0,0.2
121322,Sheep Farmers,34.3,29.6,3.1,16.6,12.3,3.9,0.0,0.2
121399,Other Livestock Farmers,32.7,24.0,22.3,9.5,6.0,3.7,2.2,0.0
131112,Sales and Marketing Managers,37.9,28.7,17.7,5.4,8.2,0.9,0.4,0.9
131113,Advertising Managers,52.0,29.1,10.4,2.7,4.9,0.5,0.2,0.7
131114,Public Relations Managers,38.1,29.5,12.7,3.8,7.0,1.3,0.9,6.6
133111,Construction Project Managers,34.2,27.5,18.4,5.7,9.3,1.6,1.0,2.2
133112,Project Builders,33.8,27.7,19.5,6.0,6.5,4.2,0.7,1.6
133311,Importers and Exporters,31.7,35.3,17.4,5.6,7.5,1.3,0.4,0.6
133312,Wholesalers,32.8,29.2,17.9,6.4,10.5,1.8,0.6,0.7
133511,Forest Managers,19.9,32.6,11.3,9.2,14.8,9.9,1.0,0.7
133512,Manufacturing Production Managers,29.4,33.5,18.4,7.5,8.5,1.9,0.2,0.4
133513,Mine Managers,14.8,5.9,25.9,6.0,44.8,1.3,1.0,0.1
133611,Supply and Distribution Managers,34.0,28.8,17.8,6.0,9.8,1.3,0.9,1.4
133612,Procurement Managers,34.8,30.0,15.3,5.2,9.4,1.0,0.6,3.7
134211,Medical Administrators,29.8,28.5,21.4,6.2,8.7,1.6,1.1,2.6
134212,Nursing Clinical Directors,27.6,24.1,24.9,9.8,6.9,3.6,1.2,2.4
134213,Primary Health Organisation Managers,22.6,29.3,20.3,4.5,8.6,1.1,4.9,4.5
134214,Welfare Centre Managers,30.0,28.3,18.5,7.5,7.3,2.0,2.4,3.5
134299,Other Health and Welfare Services Managers,35.2,23.9,19.0,7.7,9.0,2.2,1.3,1.8
134411,Faculty Heads,37.3,27.9,17.1,5.2,6.9,1.5,0.6,3.4
134412,Regional Education Managers,26.8,25.3,21.7,9.6,8.9,1.7,2.9,3.1
134499,Education Managers (not covered elsewhere),30.1,32.1,16.9,7.1,7.6,2.2,1.2,2.9
135111,Chief Information Officers,40.6,31.3,14.3,4.0,6.2,0.8,0.2,2.6
135112,ICT Project Managers,38.5,30.7,12.9,4.1,6.2,0.8,0.4,6.5
135199,Other ICT Managers,39.3,30.2,12.8,4.7,6.4,0.9,0.6,5.1
139111,Commissioned Defence Force Officers,28.9,9.1,19.2,5.3,5.0,0.4,4.0,27.8
139112,Commissioned Fire Officers,26.9,28.8,17.9,7.6,10.6,3.8,2.1,1.7
139113,Commissioned Police Officers,37.4,24.4,13.3,6.8,8.1,3.5,2.4,4.1
139911,Arts Administrators and Managers,32.1,30.1,12.6,5.7,9.2,3.0,2.5,4.1
139912,Environmental Managers,32.8,26.2,16.8,5.2,13.5,1.8,1.2,2.3
139913,Laboratory Managers,27.7,26.5,19.8,7.9,12.9,2.2,0.8,2.3
139914,Quality Assurance Managers,33.5,31.5,16.4,6.3,8.9,1.4,0.6,1.3
139915,Sports Administrators,28.5,29.3,17.5,6.9,10.1,2.4,1.9,3.6
139999,Specialist Managers (not covered elsewhere),33.9,26.3,16.9,6.0,10.5,1.9,1.0,3.4
141911,Bed and Breakfast Operators,24.4,21.8,19.2,10.3,12.7,9.5,0.9,0.2
141912,Retirement Village Managers,32.2,23.4,23.1,8.9,9.7,1.8,0.0,1.6
141999,Accommodation and Hospitality Managers (not covered elsewhere),25.1,21.7,20.5,6.6,17.1,5.7,2.0,1.1
142111,Retail Managers (General),29.6,26.7,21.2,7.3,10.4,2.3,0.8,1.6
142112,Antique Dealers,30.0,29.0,13.3,10.4,7.2,7.1,0.0,2.0
142113,Betting Agency Managers,28.5,29.6,10.5,2.6,25.7,3.1,1.0,0.0
142114,Hair and Beauty Salon Managers,26.4,25.6,24.9,6.6,11.3,2.4,0.6,2.0
142115,Post Office Managers,29.7,26.7,18.0,9.8,10.9,3.1,0.6,1.3
142116,Travel Agency Managers,39.1,22.3,22.7,5.2,7.1,1.1,0.4,1.0
149111,Amusement Centre Managers,22.5,31.5,22.4,6.5,12.2,1.9,0.8,2.1
149112,Fitness Centre Managers,29.7,26.3,23.0,5.9,11.2,1.4,0.6,2.1
149113,Sports Centre Managers,26.7,30.4,19.8,5.7,13.0,1.4,1.0,1.9
149211,Call Centre or Contact Centre Managers,32.4,28.0,21.0,7.5,7.2,1.7,0.6,1.6
149212,Customer Service Managers,36.1,27.1,17.8,6.1,8.9,1.5,0.7,1.7
149411,Fleet Managers,31.4,26.6,20.3,5.4,11.7,1.9,1.6,1.0
149412,Railway Station Managers,43.8,19.3,30.1,3.0,3.2,0.0,0.0,0.0
149413,Transport Company Managers,27.1,28.5,23.7,6.4,10.8,2.0,0.7,0.8
149911,Boarding Kennel and Cattery Operators,22.9,26.3,20.7,6.6,17.7,4.4,1.0,0.0
149912,Cinema and Theatre Managers,27.9,32.2,18.7,6.1,10.5,2.3,0.3,2.1
149913,Facilities Managers,33.1,24.9,20.6,6.5,10.1,1.5,1.1,2.3
149914,Bank Managers and Branch Managers,38.8,25.8,16.5,6.7,8.8,1.6,0.5,1.1
149915,Equipment Hire Managers,28.0,22.5,24.9,5.5,15.5,1.5,1.4,0.9
149999,"Hospitality, Retail and Service Managers (not covered elsewhere)",31.2,26.1,20.7,6.6,10.0,2.3,1.2,2.0
211111,Actors,35.4,33.6,17.0,4.9,7.2,0.9,0.0,1.0
211112,Dancers and Choreographers,16.2,28.2,30.6,7.2,14.9,1.1,2.0,1.4
211113,Entertainers and Variety Artists,23.1,27.1,27.0,6.6,12.2,1.8,0.7,2.1
211199,"Other Actors, Dancers and Entertainers",29.4,27.3,23.9,5.4,9.4,1.6,0.4,2.5
211211,Composers,45.2,27.8,12.8,5.3,5.6,1.2,0.7,0.7
211212,Music Directors,33.0,27.8,12.3,12.5,9.4,3.3,0.0,1.3
211213,Musicians,30.7,23.1,19.7,7.6,11.9,3.8,0.9,2.6
211214,Singers,35.4,25.6,22.4,5.1,9.1,1.4,0.9,0.0
211299,Other Music Professionals,39.7,31.0,20.7,6.9,0.0,10.3,0.0,0.0
211411,Painters (Visual Arts),29.8,26.1,17.8,7.2,11.1,3.6,2.7,1.4
211412,Potters and Ceramic Artists,29.9,29.0,17.9,7.3,9.0,4.1,0.6,1.1
211413,Sculptors,29.5,31.9,14.6,7.3,11.0,3.5,0.5,1.9
211499,Other Visual Arts or Crafts Professionals,27.4,27.5,19.7,9.1,9.0,3.9,1.2,2.0
212111,Artistic Directors,29.3,27.6,17.1,7.5,8.0,2.8,0.8,3.0
212112,Media Producers,53.9,26.0,9.2,3.6,4.8,1.0,0.4,0.9
212113,Radio Presenters,28.0,20.3,22.9,7.3,13.9,2.9,3.0,1.4
212114,Television Presenters,51.3,22.1,13.3,4.2,4.9,1.4,0.0,2.3
212211,Authors,34.7,30.5,15.5,6.0,7.2,2.8,0.4,3.0
212212,Book and Script Editors,37.0,37.1,12.4,5.4,3.7,2.3,0.3,1.9
212311,"Art Directors (Film, Television or Stage)",45.0,28.4,17.1,5.9,3.6,0.0,0.0,0.0
212312,"Directors (Film, Television, Radio or Stage)",40.2,29.7,14.6,5.8,6.3,1.7,0.8,0.8
212313,Cinematographers,40.6,30.5,14.2,4.8,5.1,2.6,0.7,2.4
212314,Film and Video Editors,46.5,25.9,14.7,3.9,5.2,1.5,0.4,1.9
212315,Program Directors (Television or Radio),44.4,23.0,11.9,6.0,7.5,2.0,2.2,2.8
212316,Stage Managers,40.0,27.9,17.7,7.2,7.9,1.0,0.0,2.3
212317,Technical Directors,50.6,26.9,10.3,6.5,2.9,1.1,0.0,0.6
212318,Video Producers,40.2,32.6,12.6,5.0,5.3,0.8,0.6,2.4
212399,"Other Film, Television, Radio and Stage Directors",42.8,30.2,13.5,5.0,5.1,1.1,0.8,1.7
212411,Copywriters,37.2,34.0,15.9,4.2,6.0,1.4,0.0,1.0
212412,Newspaper and Periodical Editors,43.8,28.3,12.2,4.0,5.8,1.7,0.4,3.8
212413,Print Journalists,40.7,25.6,13.1,5.7,8.1,2.9,0.4,3.1
212414,Radio Journalists,38.5,20.3,19.7,5.5,8.1,2.6,1.2,4.1
212415,Technical Writers,33.6,27.4,17.7,5.9,10.3,1.6,0.4,2.8
212416,Television Journalists,45.3,16.6,17.5,6.5,8.1,1.9,0.7,4.0
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",42.8,25.9,13.1,4.7,6.4,1.8,0.4,4.7
221111,Accountants (General),38.0,28.0,15.6,5.5,9.3,1.3,0.5,2.0
221112,Management Accountants,33.4,26.9,17.4,6.0,11.6,1.4,0.7,2.6
221113,Taxation Accountants,36.0,27.2,16.2,5.4,11.7,1.4,0.6,1.5
221211,Company Secretaries,38.5,24.7,14.7,5.4,12.2,1.7,0.0,1.7
221212,Corporate Treasurers,57.7,24.9,7.9,4.4,3.7,0.6,0.0,0.7
221213,External Auditors,36.3,26.6,16.0,6.1,9.7,1.2,0.7,3.4
221214,Internal Auditors,38.1,27.4,15.9,5.0,9.1,0.9,0.5,3.2
222111,Commodities Traders,36.9,28.5,18.1,7.0,7.4,1.6,0.1,0.4
222112,Finance Brokers,34.3,28.3,18.3,6.1,10.4,1.1,0.3,1.2
222113,Insurance Brokers,34.0,27.5,18.3,6.4,10.4,1.7,0.8,1.0
222199,Other Financial Brokers,51.3,23.4,20.6,1.8,2.1,0.0,0.0,0.4
222211,Financial Market Dealers,64.9,17.0,10.5,2.0,3.7,0.5,0.2,0.7
222212,Futures Traders,75.3,13.5,10.1,0.0,0.0,0.0,0.0,0.0
222213,Stockbrokers,52.7,23.0,12.2,2.7,8.1,0.4,0.2,0.7
222299,Other Financial Dealers,43.8,28.3,12.9,4.6,7.3,0.8,0.4,2.0
222311,Financial Investment Advisers,33.3,29.7,18.0,6.3,9.0,1.4,0.2,2.0
222312,Financial Investment Managers,50.3,27.0,11.7,3.3,5.6,0.7,0.3,1.1
223111,Human Resource Advisers,29.7,25.7,19.8,6.0,12.1,1.9,1.0,4.0
223112,Recruitment Consultants,35.4,25.8,18.4,6.0,10.2,1.5,0.8,1.8
223113,Workplace Relations Advisers,27.3,27.8,19.5,7.5,10.8,3.4,1.1,2.5
224111,Actuaries,72.0,17.6,4.7,0.8,1.5,0.3,0.0,2.4
224112,Mathematicians,47.3,24.4,12.5,7.4,3.3,1.9,0.0,3.8
224113,Statisticians,25.2,24.5,15.0,7.8,9.1,3.0,1.1,14.6
224211,Archivists,33.8,24.4,11.2,6.4,8.9,2.6,1.4,11.2
224212,Gallery and Museum Curators,29.1,26.9,10.8,5.7,9.7,4.2,1.0,12.4
224213,Health Information Managers,26.7,43.0,15.7,4.1,6.1,1.5,1.0,2.2
224214,Records Managers,24.5,25.0,14.4,9.5,14.4,2.0,1.9,7.9
224411,Intelligence Officers,22.7,22.7,20.5,7.3,7.0,1.1,1.2,17.3
224412,Policy Analysts,20.3,21.6,12.6,4.7,6.7,2.7,1.6,29.9
224511,Land Economists,35.2,28.0,19.3,4.4,9.2,1.8,0.4,1.6
224512,Valuers,31.6,26.9,21.1,6.5,9.9,2.1,0.4,1.5
224711,Management Consultants,37.4,29.9,14.5,4.7,7.7,1.1,0.3,4.4
224712,Organisation and Methods Analysts,35.3,29.9,15.2,6.1,8.9,1.3,0.3,3.1
224911,Electorate Officers,23.1,27.3,15.4,8.0,10.3,5.5,2.4,7.8
224912,Liaison Officers,27.1,25.1,20.2,6.8,10.5,2.5,2.9,4.8
224913,Migration Agents,33.3,32.0,14.6,5.8,11.4,0.9,0.4,1.3
224914,Patents Examiners,16.8,18.8,5.6,2.8,1.3,0.0,0.0,52.6
224999,Information and Organisation Professionals (not covered elsewhere),34.6,30.0,14.2,5.0,8.7,1.1,0.7,5.6
225111,Advertising Specialists,48.3,31.3,10.4,3.6,4.2,0.9,0.2,1.1
225112,Market Research Analysts,44.5,32.9,11.5,4.2,4.9,0.7,0.1,1.2
225113,Marketing Specialists,40.4,30.2,16.0,4.6,6.6,0.8,0.3,1.0
225211,ICT Account Managers,46.8,27.6,12.4,4.0,5.4,0.5,0.2,3.0
225212,ICT Business Development Managers,43.4,29.3,13.9,3.5,6.8,0.4,0.1,2.5
225213,ICT Sales Representatives,47.9,26.6,12.8,4.1,6.1,0.5,0.2,1.9
225411,Sales Representatives (Industrial Products),28.4,25.1,21.8,6.3,15.8,1.8,0.5,0.4
225412,Sales Representatives (Medical and Pharmaceutical Products),36.7,24.4,21.1,6.9,9.1,0.9,0.1,0.8
225499,Other Technical Sales Representatives,35.2,29.6,18.0,6.3,8.9,1.4,0.1,0.5
231111,Aeroplane Pilots,24.7,18.0,27.3,6.5,16.2,1.2,4.3,1.7
231112,Air Traffic Controllers,16.6,32.0,33.3,3.1,7.8,0.9,3.8,2.6
231113,Flying Instructors,26.1,25.2,27.2,7.5,12.3,0.0,0.0,0.3
231114,Helicopter Pilots,24.0,13.2,38.0,3.4,11.4,2.9,6.1,0.7
231199,Other Air Transport Professionals,27.9,19.1,31.4,4.5,8.9,0.8,2.0,4.7
231211,Master Fishers,10.9,6.9,26.4,15.2,31.9,6.4,3.8,0.0
231212,Marine Engineers,22.3,11.1,24.9,7.5,23.0,6.2,2.7,2.1
231213,Ship's Masters,23.9,7.4,35.9,5.8,19.0,5.0,2.8,0.1
231214,Ship's Officers,21.3,13.0,22.2,5.2,25.5,7.0,3.2,1.1
231215,Marine Surveyors,21.8,11.8,25.3,6.3,27.3,3.5,2.0,1.2
231299,Other Marine Transport Professionals,27.7,11.5,31.1,5.7,16.2,4.3,0.9,0.6
232111,Architects,35.0,33.1,14.2,5.6,7.9,1.9,0.3,2.0
232112,Landscape Architects,32.4,33.6,15.9,5.7,9.2,1.1,0.3,1.8
232212,Surveyors,30.6,22.9,20.7,5.1,16.8,2.1,0.7,1.1
232213,Cartographers,16.4,18.3,18.6,4.3,29.1,2.5,1.5,5.9
232214,Other Spatial Scientists,26.4,20.3,21.1,6.3,15.3,3.4,1.3,5.7
232311,Fashion Designers,35.9,42.1,12.4,3.5,5.1,0.6,0.1,0.4
232312,Industrial Designers,38.8,37.9,12.2,4.5,4.1,1.0,0.1,1.2
232313,Jewellery Designers,38.6,22.8,20.1,6.9,9.8,2.5,0.6,0.7
232411,Graphic Designers,36.2,30.0,17.0,5.7,7.3,1.4,0.3,2.0
232412,Illustrators (including Animators),35.8,33.0,16.1,6.7,5.7,1.4,0.3,1.3
232413,Multimedia Designers,37.8,32.6,15.7,4.7,5.5,1.1,0.3,2.3
232414,Web Designers,36.3,31.8,17.6,4.1,6.3,1.2,0.3,2.2
233111,Chemical Engineers,22.4,24.5,19.6,5.2,26.5,0.9,0.5,0.4
233112,Materials Engineers,26.7,23.7,19.3,5.8,20.7,0.6,0.0,0.9
233211,Civil Engineers,33.0,26.4,22.4,4.3,10.2,1.4,0.7,1.6
233212,Geotechnical Engineers,29.7,21.0,22.4,3.3,21.0,1.6,0.4,0.8
233213,Quantity Surveyors,33.4,24.1,22.1,5.3,10.6,0.8,0.6,2.4
233214,Structural Engineers,32.2,26.7,19.6,6.1,12.7,1.4,0.6,0.9
233215,Transport Engineers,31.1,30.7,22.5,4.2,9.3,1.1,0.3,0.8
233511,Industrial Engineers,29.4,35.7,13.8,8.3,10.5,1.2,0.2,1.0
233512,Mechanical Engineers,25.7,28.3,18.4,6.3,18.9,1.0,0.4,1.0
233513,Production and Plant Engineers,25.0,25.0,18.9,5.9,22.1,1.6,0.7,0.8
233611,Mining Engineers (excluding Petroleum),13.1,5.1,28.4,5.2,46.7,0.9,0.4,0.1
233612,Petroleum Engineers,3.8,7.6,20.9,6.1,61.1,0.1,0.6,0.0
233911,Aeronautical Engineers,27.8,26.9,24.7,8.8,2.3,0.0,1.3,8.1
233912,Agricultural Engineers,24.6,26.2,27.8,8.7,11.9,0.0,0.0,0.0
233913,Biomedical Engineers,36.5,32.1,14.7,6.4,6.6,1.0,0.4,1.7
233914,Engineering Technologists,19.7,44.0,15.6,8.5,7.1,1.1,0.0,2.5
233915,Environmental Engineers,33.8,29.3,20.5,5.2,9.8,0.6,0.4,0.6
233916,Naval Architects,21.8,12.3,15.3,12.3,27.3,7.3,1.0,2.3
233999,Engineering Professionals (not covered elsewhere),35.0,30.3,15.4,6.9,8.8,1.1,0.1,2.6
234111,Agricultural Consultants,26.8,23.2,21.6,9.6,11.8,4.6,1.5,1.0
234112,Agricultural Scientists,23.7,21.6,22.8,11.3,12.7,5.1,0.8,2.0
234113,Foresters,17.1,33.6,14.6,7.0,12.2,13.9,0.9,1.2
234211,Chemists,29.6,31.5,16.8,4.9,13.0,1.5,0.8,1.9
234212,Food Technologists,34.7,41.8,14.0,2.7,4.6,1.2,0.0,1.1
234213,Wine Makers,15.7,27.0,3.2,37.9,12.0,3.8,0.0,0.6
234311,Conservation Officers,30.3,20.6,20.9,4.7,16.3,2.7,1.8,2.5
234312,Environmental Consultants,27.5,20.4,20.1,5.3,21.0,2.4,1.7,1.7
234313,Environmental Research Scientists,32.3,17.2,22.6,6.0,14.2,3.0,1.4,3.2
234314,Park Rangers,12.5,21.3,28.7,5.8,12.0,3.4,14.6,1.7
234399,Other Environmental Scientists,30.5,26.8,19.9,6.1,11.6,3.7,0.7,1.4
234411,Geologists,12.0,8.1,17.8,5.5,52.9,2.2,0.6,1.0
234412,Geophysicists,9.9,7.6,15.7,9.0,47.6,4.5,0.5,5.2
234413,Hydrogeologists,14.2,17.5,18.3,8.8,34.9,1.4,1.2,3.9
234511,Biologists,15.3,31.0,26.7,6.3,8.0,3.7,0.0,6.0
234513,Biochemists,18.7,42.5,23.1,8.2,5.2,0.0,0.0,6.0
234514,Biotechnologists,26.6,33.1,21.2,7.2,7.6,1.8,0.0,3.9
234515,Botanists,17.9,19.1,23.4,7.2,21.7,3.5,3.3,3.7
234516,Marine Biologists,13.5,8.9,33.3,7.0,23.5,12.6,2.0,1.1
234517,Microbiologists,28.3,38.1,19.1,4.3,5.5,2.1,0.7,2.5
234518,Zoologists,19.5,23.4,23.1,5.9,18.8,3.6,1.6,3.1
234599,Other Life Scientists,30.3,33.7,15.6,6.4,6.6,1.2,1.3,4.6
234911,Conservators,35.1,22.8,9.3,7.0,6.8,2.5,1.3,15.7
234912,Metallurgists,13.4,8.7,14.8,9.8,49.4,2.4,0.6,0.0
234913,Meteorologists,17.7,44.3,15.0,3.2,6.9,7.0,1.4,4.6
234914,Physicists (including Astronomers),30.7,26.0,13.4,12.7,9.5,1.3,0.0,5.6
234915,Exercise Physiologists,32.9,20.5,25.5,6.4,9.8,2.0,0.4,2.6
234999,Natural and Physical Science Professionals (not covered elsewhere),22.2,30.5,21.1,5.8,14.9,1.6,0.6,3.7
241511,Special Needs Teachers,34.1,20.6,25.6,6.2,8.6,1.9,1.4,1.6
241512,Teachers of the Hearing Impaired,35.3,28.9,14.2,4.8,14.6,1.6,0.0,1.3
241513,Teachers of the Sight Impaired,62.7,7.6,9.2,9.2,4.3,3.2,0.0,1.6
241599,Other Special Education Teachers,29.9,9.8,33.9,7.2,10.7,1.5,6.3,1.2
242111,University Lecturers,30.9,28.7,17.7,6.9,8.9,2.1,0.8,3.9
242112,University Tutors,26.7,31.9,20.5,6.9,6.9,2.4,0.2,4.4
249111,Education Advisers,30.9,29.0,19.3,6.8,7.9,2.1,1.3,2.7
249112,Education Reviewers,30.9,29.6,15.7,8.3,10.0,2.9,1.2,1.4
249211,Art Teachers (Private Tuition),34.4,27.9,15.6,6.6,10.6,1.7,0.6,2.3
249212,Dance Teachers (Private Tuition),34.5,23.3,19.8,6.6,11.7,1.5,0.4,2.1
249213,Drama Teachers (Private Tuition),43.4,19.5,20.8,3.8,7.3,1.8,1.3,2.2
